"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","Home_xG","Away_xG","HY","AY","CS"
"13","MLS",2024-11-02,"NYCFC","FC Cincinnati",3,1,"H",2.7,1.5,"Ismir Pekmic","2024-11-02-NYCFC-FC Cincinnati","3-1"
"14","MLS",2024-11-02,"Atlanta Utd","Inter Miami",2,1,"H",1.4,1.5,"Rubiel Vazquez","2024-11-02-Atlanta Utd-Inter Miami","2-1"
"15","MLS",2024-11-02,"Minnesota Utd","Real Salt Lake",1,1,"D",1.7,0.8,"Tori Penso","2024-11-02-Minnesota Utd-Real Salt Lake","1-1"
"16","MLS",2024-11-03,"NY Red Bulls","Columbus Crew",2,2,"D",2,2.1,"Filip Dujic","2024-11-03-NY Red Bulls-Columbus Crew","2-2"
"17","MLS",2024-11-03,"Houston Dynamo","Seattle Sounders",1,1,"D",1.6,0.9,"Armando Villarreal","2024-11-03-Houston Dynamo-Seattle Sounders","1-1"
"18","MLS",2024-11-03,"Vancouver Wcaps","LAFC",3,0,"H",1.3,1.2,"Rosendo Mendoza","2024-11-03-Vancouver Wcaps-LAFC","3-0"
"19","MLS",2024-11-08,"LAFC","Vancouver Wcaps",1,0,"H",0.8,0.6,"Joe Dickerson","2024-11-08-LAFC-Vancouver Wcaps","1-0"
"20","MLS",2024-11-09,"FC Cincinnati","NYCFC",0,0,"D",1.2,0.3,"Drew Fischer","2024-11-09-FC Cincinnati-NYCFC","0-0"
"21","MLS",2024-11-09,"Orlando City","Charlotte",1,1,"D",2.4,0.6,"Ismir Pekmic","2024-11-09-Orlando City-Charlotte","1-1"
"22","MLS",2024-11-09,"Inter Miami","Atlanta Utd",2,3,"A",2.8,1.9,"Lukasz Szpala","2024-11-09-Inter Miami-Atlanta Utd","2-3"
"23","MLS",2024-11-23,"NYCFC","NY Red Bulls",0,2,"A",2.8,1,"Allen Chapman","2024-11-23-NYCFC-NY Red Bulls","0-2"
"24","MLS",2024-11-23,"LAFC","Seattle Sounders",1,2,"A",1.8,0.9,"Guido Gonzalez Jr.","2024-11-23-LAFC-Seattle Sounders","1-2"
"25","MLS",2024-11-24,"LA Galaxy","Minnesota Utd",6,2,"H",4.1,1.5,"Rosendo Mendoza","2024-11-24-LA Galaxy-Minnesota Utd","6-2"
"26","MLS",2024-11-24,"Orlando City","Atlanta Utd",1,0,"H",1.4,0.3,"Armando Villarreal","2024-11-24-Orlando City-Atlanta Utd","1-0"
"27","MLS",2024-11-30,"LA Galaxy","Seattle Sounders",1,0,"H",0.8,0.4,"Drew Fischer","2024-11-30-LA Galaxy-Seattle Sounders","1-0"
"28","MLS",2024-11-30,"Orlando City","NY Red Bulls",0,1,"A",0.9,0.8,"Rosendo Mendoza","2024-11-30-Orlando City-NY Red Bulls","0-1"
"29","MLS",2024-12-07,"LA Galaxy","NY Red Bulls",2,1,"H",2.1,1.1,"Guido Gonzalez Jr.","2024-12-07-LA Galaxy-NY Red Bulls","2-1"
"30","MLS",2024-02-21,"Inter Miami","Real Salt Lake",2,0,"H",1.4,0.8,"","2024-02-21-Inter Miami-Real Salt Lake","2-0"
"31","MLS",2024-02-24,"LAFC","Seattle Sounders",2,1,"H",1.5,1.8,"","2024-02-24-LAFC-Seattle Sounders","2-1"
"32","MLS",2024-02-24,"Columbus Crew","Atlanta Utd",1,0,"H",1.8,0.5,"","2024-02-24-Columbus Crew-Atlanta Utd","1-0"
"33","MLS",2024-02-24,"Austin","Minnesota Utd",1,2,"A",1.1,3,"","2024-02-24-Austin-Minnesota Utd","1-2"
"34","MLS",2024-02-24,"Orlando City","CF Montreal",0,0,"D",0.9,1,"","2024-02-24-Orlando City-CF Montreal","0-0"
"35","MLS",2024-02-24,"Portland Timbers","Colorado Rapids",4,1,"H",0.5,1.2,"","2024-02-24-Portland Timbers-Colorado Rapids","4-1"
"36","MLS",2024-02-24,"Houston Dynamo","Sporting KC",1,1,"D",1,0.2,"","2024-02-24-Houston Dynamo-Sporting KC","1-1"
"37","MLS",2024-02-24,"Philadelphia Union","Chicago Fire",2,2,"D",2.1,1.6,"","2024-02-24-Philadelphia Union-Chicago Fire","2-2"
"38","MLS",2024-02-24,"FC Dallas","SJ Earthquakes",2,1,"H",1,0.9,"","2024-02-24-FC Dallas-SJ Earthquakes","2-1"
"39","MLS",2024-02-24,"St. Louis","Real Salt Lake",1,1,"D",0.7,1.7,"","2024-02-24-St. Louis-Real Salt Lake","1-1"
"40","MLS",2024-02-24,"D.C. United","NE Revolution",3,1,"H",4.5,0.8,"","2024-02-24-D.C. United-NE Revolution","3-1"
"41","MLS",2024-02-24,"Charlotte","NYCFC",1,0,"H",2,0.5,"","2024-02-24-Charlotte-NYCFC","1-0"
"42","MLS",2024-02-25,"FC Cincinnati","Toronto FC",0,0,"D",0.9,0.5,"","2024-02-25-FC Cincinnati-Toronto FC","0-0"
"43","MLS",2024-02-25,"Nashville SC","NY Red Bulls",0,0,"D",0.1,1.4,"","2024-02-25-Nashville SC-NY Red Bulls","0-0"
"44","MLS",2024-02-25,"LA Galaxy","Inter Miami",1,1,"D",3.2,0.6,"","2024-02-25-LA Galaxy-Inter Miami","1-1"
"45","MLS",2024-04-27,"Austin","LA Galaxy",2,0,"H",1.1,0.5,"","2024-04-27-Austin-LA Galaxy","2-0"
"46","MLS",2024-04-27,"NY Red Bulls","Vancouver Wcaps",1,1,"D",1.2,1,"","2024-04-27-NY Red Bulls-Vancouver Wcaps","1-1"
"47","MLS",2024-04-27,"Columbus Crew","CF Montreal",0,0,"D",1.5,0.6,"","2024-04-27-Columbus Crew-CF Montreal","0-0"
"48","MLS",2024-04-27,"Philadelphia Union","Real Salt Lake",1,2,"A",1.8,0.5,"","2024-04-27-Philadelphia Union-Real Salt Lake","1-2"
"49","MLS",2024-04-27,"NE Revolution","Inter Miami",1,4,"A",0.4,2.8,"","2024-04-27-NE Revolution-Inter Miami","1-4"
"50","MLS",2024-04-27,"NYCFC","Charlotte",2,1,"H",1.4,1.1,"","2024-04-27-NYCFC-Charlotte","2-1"
"51","MLS",2024-04-27,"D.C. United","Seattle Sounders",2,1,"H",1.9,1.4,"","2024-04-27-D.C. United-Seattle Sounders","2-1"
"52","MLS",2024-04-27,"Orlando City","Toronto FC",1,2,"A",0.9,1.5,"","2024-04-27-Orlando City-Toronto FC","1-2"
"53","MLS",2024-04-27,"FC Cincinnati","Colorado Rapids",2,1,"H",2.1,0.7,"","2024-04-27-FC Cincinnati-Colorado Rapids","2-1"
"54","MLS",2024-04-27,"Chicago Fire","Atlanta Utd",0,0,"D",1,1.3,"","2024-04-27-Chicago Fire-Atlanta Utd","0-0"
"55","MLS",2024-04-27,"Minnesota Utd","Sporting KC",2,1,"H",2.3,1.4,"","2024-04-27-Minnesota Utd-Sporting KC","2-1"
"56","MLS",2024-04-27,"Nashville SC","SJ Earthquakes",1,1,"D",1,1.2,"","2024-04-27-Nashville SC-SJ Earthquakes","1-1"
"57","MLS",2024-04-27,"LAFC","Portland Timbers",3,2,"H",1.2,0.8,"","2024-04-27-LAFC-Portland Timbers","3-2"
"58","MLS",2024-04-27,"FC Dallas","Houston Dynamo",2,0,"H",2.3,0.1,"","2024-04-27-FC Dallas-Houston Dynamo","2-0"
"59","MLS",2024-05-04,"SJ Earthquakes","LAFC",3,1,"H",1.5,1.9,"","2024-05-04-SJ Earthquakes-LAFC","3-1"
"60","MLS",2024-05-04,"Toronto FC","FC Dallas",3,1,"H",1.4,0.4,"","2024-05-04-Toronto FC-FC Dallas","3-1"
"61","MLS",2024-05-04,"D.C. United","Philadelphia Union",2,2,"D",1.1,0.6,"","2024-05-04-D.C. United-Philadelphia Union","2-2"
"62","MLS",2024-05-04,"Inter Miami","NY Red Bulls",6,2,"H",2.8,1.5,"","2024-05-04-Inter Miami-NY Red Bulls","6-2"
"63","MLS",2024-05-04,"Charlotte","Portland Timbers",2,0,"H",1.4,0.4,"","2024-05-04-Charlotte-Portland Timbers","2-0"
"64","MLS",2024-05-04,"Atlanta Utd","Minnesota Utd",1,2,"A",1.7,0.5,"","2024-05-04-Atlanta Utd-Minnesota Utd","1-2"
"65","MLS",2024-05-04,"Orlando City","FC Cincinnati",0,1,"A",0.7,1,"","2024-05-04-Orlando City-FC Cincinnati","0-1"
"66","MLS",2024-05-04,"Real Salt Lake","Sporting KC",1,0,"H",0.9,0.3,"","2024-05-04-Real Salt Lake-Sporting KC","1-0"
"67","MLS",2024-05-04,"Chicago Fire","NE Revolution",0,1,"A",1.1,0.9,"","2024-05-04-Chicago Fire-NE Revolution","0-1"
"68","MLS",2024-05-04,"Vancouver Wcaps","Austin",0,0,"D",1.2,0.3,"","2024-05-04-Vancouver Wcaps-Austin","0-0"
"69","MLS",2024-05-04,"Nashville SC","CF Montreal",4,1,"H",2.7,0.8,"","2024-05-04-Nashville SC-CF Montreal","4-1"
"70","MLS",2024-05-04,"Houston Dynamo","St. Louis",0,0,"D",1.3,1,"","2024-05-04-Houston Dynamo-St. Louis","0-0"
"71","MLS",2024-05-05,"Seattle Sounders","LA Galaxy",0,0,"D",1.5,0.4,"","2024-05-05-Seattle Sounders-LA Galaxy","0-0"
"72","MLS",2024-05-05,"NYCFC","Colorado Rapids",0,2,"A",1.3,0.6,"","2024-05-05-NYCFC-Colorado Rapids","0-2"
"73","MLS",2024-05-11,"Philadelphia Union","Orlando City",2,3,"A",3.7,1.2,"","2024-05-11-Philadelphia Union-Orlando City","2-3"
"74","MLS",2024-05-11,"NY Red Bulls","NE Revolution",4,2,"H",3.4,1.2,"Jon Freemon","2024-05-11-NY Red Bulls-NE Revolution","4-2"
"75","MLS",2024-05-11,"Atlanta Utd","D.C. United",2,3,"A",1.3,2.3,"","2024-05-11-Atlanta Utd-D.C. United","2-3"
"76","MLS",2024-05-11,"Toronto FC","NYCFC",2,3,"A",1.9,2.4,"","2024-05-11-Toronto FC-NYCFC","2-3"
"77","MLS",2024-05-11,"CF Montreal","Inter Miami",2,3,"A",1.3,1.2,"","2024-05-11-CF Montreal-Inter Miami","2-3"
"78","MLS",2024-05-11,"Charlotte","Nashville SC",1,0,"H",0.4,0.1,"","2024-05-11-Charlotte-Nashville SC","1-0"
"79","MLS",2024-05-11,"LA Galaxy","Real Salt Lake",2,2,"D",2.8,1.4,"","2024-05-11-LA Galaxy-Real Salt Lake","2-2"
"80","MLS",2024-05-11,"FC Dallas","Austin",2,1,"H",1.4,2.1,"","2024-05-11-FC Dallas-Austin","2-1"
"81","MLS",2024-05-11,"Sporting KC","Houston Dynamo",1,2,"A",0.7,1.3,"","2024-05-11-Sporting KC-Houston Dynamo","1-2"
"82","MLS",2024-05-11,"St. Louis","Chicago Fire",3,1,"H",2.3,1,"","2024-05-11-St. Louis-Chicago Fire","3-1"
"83","MLS",2024-05-11,"Colorado Rapids","SJ Earthquakes",2,3,"A",1.9,1.1,"","2024-05-11-Colorado Rapids-SJ Earthquakes","2-3"
"84","MLS",2024-05-11,"LAFC","Vancouver Wcaps",3,0,"H",3.8,0.4,"","2024-05-11-LAFC-Vancouver Wcaps","3-0"
"85","MLS",2024-05-11,"Columbus Crew","FC Cincinnati",1,2,"A",0.8,1.2,"","2024-05-11-Columbus Crew-FC Cincinnati","1-2"
"86","MLS",2024-05-12,"Portland Timbers","Seattle Sounders",1,2,"A",0.7,0.4,"","2024-05-12-Portland Timbers-Seattle Sounders","1-2"
"87","MLS",2024-05-15,"FC Cincinnati","Atlanta Utd",1,0,"H",1.1,0.5,"","2024-05-15-FC Cincinnati-Atlanta Utd","1-0"
"88","MLS",2024-05-15,"D.C. United","NY Red Bulls",1,4,"A",2.8,2.3,"","2024-05-15-D.C. United-NY Red Bulls","1-4"
"89","MLS",2024-05-15,"Philadelphia Union","NYCFC",1,2,"A",2.1,1.3,"","2024-05-15-Philadelphia Union-NYCFC","1-2"
"90","MLS",2024-05-15,"Orlando City","Inter Miami",0,0,"D",0.7,0.6,"","2024-05-15-Orlando City-Inter Miami","0-0"
"91","MLS",2024-05-15,"CF Montreal","Columbus Crew",1,3,"A",1.8,2.5,"","2024-05-15-CF Montreal-Columbus Crew","1-3"
"92","MLS",2024-05-15,"Austin","Houston Dynamo",1,0,"H",1.4,1.3,"","2024-05-15-Austin-Houston Dynamo","1-0"
"93","MLS",2024-05-15,"Minnesota Utd","LA Galaxy",2,2,"D",2.5,1,"","2024-05-15-Minnesota Utd-LA Galaxy","2-2"
"94","MLS",2024-05-15,"Real Salt Lake","Seattle Sounders",2,0,"H",2.1,0.5,"Ismir Pekmic","2024-05-15-Real Salt Lake-Seattle Sounders","2-0"
"95","MLS",2024-05-15,"Chicago Fire","Charlotte",0,1,"A",1,0.5,"","2024-05-15-Chicago Fire-Charlotte","0-1"
"96","MLS",2024-05-15,"Portland Timbers","SJ Earthquakes",4,2,"H",2.8,1,"Pierre-Luc Lauziere","2024-05-15-Portland Timbers-SJ Earthquakes","4-2"
"97","MLS",2024-05-15,"Nashville SC","Toronto FC",2,0,"H",0.8,0.4,"","2024-05-15-Nashville SC-Toronto FC","2-0"
"98","MLS",2024-05-15,"Colorado Rapids","Vancouver Wcaps",1,0,"H",2.4,0.7,"","2024-05-15-Colorado Rapids-Vancouver Wcaps","1-0"
"99","MLS",2024-05-15,"St. Louis","LAFC",0,2,"A",1.2,1.7,"Joe Dickerson","2024-05-15-St. Louis-LAFC","0-2"
"100","MLS",2024-05-18,"Nashville SC","Atlanta Utd",1,1,"D",1.4,0.7,"","2024-05-18-Nashville SC-Atlanta Utd","1-1"
"101","MLS",2024-05-18,"Charlotte","LA Galaxy",0,0,"D",1.2,1.5,"","2024-05-18-Charlotte-LA Galaxy","0-0"
"102","MLS",2024-05-18,"NYCFC","NY Red Bulls",2,1,"H",1.2,1,"","2024-05-18-NYCFC-NY Red Bulls","2-1"
"103","MLS",2024-05-18,"Toronto FC","CF Montreal",5,1,"H",3.2,2.1,"","2024-05-18-Toronto FC-CF Montreal","5-1"
"104","MLS",2024-05-18,"FC Cincinnati","St. Louis",3,1,"H",3,0.6,"","2024-05-18-FC Cincinnati-St. Louis","3-1"
"105","MLS",2024-05-18,"NE Revolution","Philadelphia Union",0,3,"A",1.4,2.2,"","2024-05-18-NE Revolution-Philadelphia Union","0-3"
"106","MLS",2024-05-18,"Inter Miami","D.C. United",1,0,"H",1.1,1.1,"","2024-05-18-Inter Miami-D.C. United","1-0"
"107","MLS",2024-05-18,"Chicago Fire","Columbus Crew",1,3,"A",1.3,0.9,"","2024-05-18-Chicago Fire-Columbus Crew","1-3"
"108","MLS",2024-05-18,"Real Salt Lake","Colorado Rapids",5,3,"H",2.3,2.4,"","2024-05-18-Real Salt Lake-Colorado Rapids","5-3"
"109","MLS",2024-05-18,"SJ Earthquakes","Orlando City",0,1,"A",0.6,1.8,"","2024-05-18-SJ Earthquakes-Orlando City","0-1"
"110","MLS",2024-05-18,"Austin","Sporting KC",3,2,"H",2.4,1,"","2024-05-18-Austin-Sporting KC","3-2"
"111","MLS",2024-05-18,"Minnesota Utd","Portland Timbers",2,1,"H",2.3,1.4,"","2024-05-18-Minnesota Utd-Portland Timbers","2-1"
"112","MLS",2024-05-18,"Houston Dynamo","FC Dallas",1,1,"D",0.8,0.8,"","2024-05-18-Houston Dynamo-FC Dallas","1-1"
"113","MLS",2024-05-18,"Seattle Sounders","Vancouver Wcaps",1,1,"D",1,1,"","2024-05-18-Seattle Sounders-Vancouver Wcaps","1-1"
"114","MLS",2024-05-25,"CF Montreal","Nashville SC",0,0,"D",1.2,0.8,"","2024-05-25-CF Montreal-Nashville SC","0-0"
"115","MLS",2024-05-25,"Charlotte","Philadelphia Union",0,0,"D",1,0.9,"","2024-05-25-Charlotte-Philadelphia Union","0-0"
"116","MLS",2024-05-25,"NE Revolution","NYCFC",0,1,"A",0.7,1.5,"","2024-05-25-NE Revolution-NYCFC","0-1"
"117","MLS",2024-05-25,"Orlando City","Columbus Crew",0,2,"A",1.3,2.2,"","2024-05-25-Orlando City-Columbus Crew","0-2"
"118","MLS",2024-05-25,"Toronto FC","FC Cincinnati",3,4,"A",1.3,1.5,"","2024-05-25-Toronto FC-FC Cincinnati","3-4"
"119","MLS",2024-05-25,"Atlanta Utd","LAFC",0,1,"A",1.3,0.9,"","2024-05-25-Atlanta Utd-LAFC","0-1"
"120","MLS",2024-05-25,"D.C. United","Chicago Fire",1,1,"D",1.2,0.9,"","2024-05-25-D.C. United-Chicago Fire","1-1"
"121","MLS",2024-05-25,"Colorado Rapids","Minnesota Utd",3,3,"D",3.3,1.9,"","2024-05-25-Colorado Rapids-Minnesota Utd","3-3"
"122","MLS",2024-05-25,"LA Galaxy","Houston Dynamo",2,1,"H",1.1,1.9,"","2024-05-25-LA Galaxy-Houston Dynamo","2-1"
"123","MLS",2024-05-25,"Portland Timbers","Sporting KC",2,1,"H",2.1,0.2,"","2024-05-25-Portland Timbers-Sporting KC","2-1"
"124","MLS",2024-05-25,"SJ Earthquakes","Austin",1,1,"D",3.3,0.6,"","2024-05-25-SJ Earthquakes-Austin","1-1"
"125","MLS",2024-05-25,"St. Louis","Seattle Sounders",1,2,"A",1.5,1.3,"","2024-05-25-St. Louis-Seattle Sounders","1-2"
"126","MLS",2024-05-25,"Vancouver Wcaps","Inter Miami",1,2,"A",2.2,1.3,"","2024-05-25-Vancouver Wcaps-Inter Miami","1-2"
"127","MLS",2024-05-25,"FC Dallas","Real Salt Lake",3,3,"D",1.6,3.1,"","2024-05-25-FC Dallas-Real Salt Lake","3-3"
"128","MLS",2024-05-29,"NY Red Bulls","Charlotte",3,1,"H",1.4,0.6,"Chris Penso","2024-05-29-NY Red Bulls-Charlotte","3-1"
"129","MLS",2024-05-29,"Inter Miami","Atlanta Utd",1,3,"A",0.7,3.5,"","2024-05-29-Inter Miami-Atlanta Utd","1-3"
"130","MLS",2024-05-29,"FC Cincinnati","Nashville SC",0,2,"A",1.3,1,"","2024-05-29-FC Cincinnati-Nashville SC","0-2"
"131","MLS",2024-05-29,"CF Montreal","D.C. United",4,2,"H",2.4,1.4,"","2024-05-29-CF Montreal-D.C. United","4-2"
"132","MLS",2024-05-29,"Philadelphia Union","Toronto FC",0,0,"D",0.7,1.2,"","2024-05-29-Philadelphia Union-Toronto FC","0-0"
"133","MLS",2024-05-29,"Sporting KC","Vancouver Wcaps",1,2,"A",0.8,1.8,"","2024-05-29-Sporting KC-Vancouver Wcaps","1-2"
"134","MLS",2024-05-29,"Chicago Fire","Orlando City",1,1,"D",1,0.8,"","2024-05-29-Chicago Fire-Orlando City","1-1"
"135","MLS",2024-05-29,"Austin","Portland Timbers",0,2,"A",2.2,1.7,"","2024-05-29-Austin-Portland Timbers","0-2"
"136","MLS",2024-05-29,"Houston Dynamo","Colorado Rapids",3,1,"H",2.3,1.7,"","2024-05-29-Houston Dynamo-Colorado Rapids","3-1"
"137","MLS",2024-05-29,"Seattle Sounders","Real Salt Lake",1,1,"D",0.8,1.3,"","2024-05-29-Seattle Sounders-Real Salt Lake","1-1"
"138","MLS",2024-05-29,"LA Galaxy","FC Dallas",3,1,"H",3.6,0.6,"","2024-05-29-LA Galaxy-FC Dallas","3-1"
"139","MLS",2024-05-29,"LAFC","Minnesota Utd",2,0,"H",2.3,0.2,"","2024-05-29-LAFC-Minnesota Utd","2-0"
"140","MLS",2024-10-12,"Columbus Crew","NE Revolution",4,0,"H",3.3,0.3,"Filip Dujic","2024-10-12-Columbus Crew-NE Revolution","4-0"
"141","MLS",2024-05-31,"NYCFC","SJ Earthquakes",5,1,"H",2.7,1,"","2024-05-31-NYCFC-SJ Earthquakes","5-1"
"142","MLS",2024-06-01,"Inter Miami","St. Louis",3,3,"D",2.6,1.6,"","2024-06-01-Inter Miami-St. Louis","3-3"
"143","MLS",2024-06-01,"Philadelphia Union","CF Montreal",2,2,"D",2.7,1.1,"","2024-06-01-Philadelphia Union-CF Montreal","2-2"
"144","MLS",2024-06-01,"D.C. United","Toronto FC",2,2,"D",2.9,0.8,"","2024-06-01-D.C. United-Toronto FC","2-2"
"145","MLS",2024-06-01,"NY Red Bulls","Orlando City",1,0,"H",0.8,0.4,"","2024-06-01-NY Red Bulls-Orlando City","1-0"
"146","MLS",2024-06-01,"Real Salt Lake","Austin",5,1,"H",3.8,1.3,"","2024-06-01-Real Salt Lake-Austin","5-1"
"147","MLS",2024-06-01,"Chicago Fire","LA Galaxy",2,1,"H",1,1.5,"","2024-06-01-Chicago Fire-LA Galaxy","2-1"
"148","MLS",2024-06-01,"Minnesota Utd","Sporting KC",3,1,"H",1.6,0.7,"","2024-06-01-Minnesota Utd-Sporting KC","3-1"
"149","MLS",2024-06-01,"Vancouver Wcaps","Colorado Rapids",2,1,"H",2.3,1.5,"","2024-06-01-Vancouver Wcaps-Colorado Rapids","2-1"
"150","MLS",2024-06-01,"Nashville SC","NE Revolution",1,2,"A",3.2,0.7,"","2024-06-01-Nashville SC-NE Revolution","1-2"
"151","MLS",2024-06-01,"LAFC","FC Dallas",1,0,"H",1.5,0.4,"","2024-06-01-LAFC-FC Dallas","1-0"
"152","MLS",2024-06-01,"Portland Timbers","Houston Dynamo",2,2,"D",1.7,1,"","2024-06-01-Portland Timbers-Houston Dynamo","2-2"
"153","MLS",2024-06-02,"Atlanta Utd","Charlotte",2,3,"A",2.1,1,"","2024-06-02-Atlanta Utd-Charlotte","2-3"
"154","MLS",2024-09-07,"Columbus Crew","Seattle Sounders",0,4,"A",0.4,2,"Rosendo Mendoza","2024-09-07-Columbus Crew-Seattle Sounders","0-4"
"155","MLS",2024-06-08,"NE Revolution","NY Red Bulls",1,0,"H",0.9,1.1,"","2024-06-08-NE Revolution-NY Red Bulls","1-0"
"156","MLS",2024-06-08,"St. Louis","Portland Timbers",0,0,"D",1.1,0.6,"","2024-06-08-St. Louis-Portland Timbers","0-0"
"157","MLS",2024-06-08,"Sporting KC","Seattle Sounders",2,1,"H",0.7,1.1,"","2024-06-08-Sporting KC-Seattle Sounders","2-1"
"158","MLS",2024-06-08,"Minnesota Utd","FC Dallas",1,1,"D",0.6,0.3,"","2024-06-08-Minnesota Utd-FC Dallas","1-1"
"159","MLS",2024-06-14,"NYCFC","Columbus Crew",2,3,"A",2.2,3.6,"","2024-06-14-NYCFC-Columbus Crew","2-3"
"160","MLS",2024-06-15,"Orlando City","LAFC",1,3,"A",2,2.2,"","2024-06-15-Orlando City-LAFC","1-3"
"161","MLS",2024-06-15,"Philadelphia Union","Inter Miami",1,2,"A",1.9,1.2,"","2024-06-15-Philadelphia Union-Inter Miami","1-2"
"162","MLS",2024-06-15,"CF Montreal","Real Salt Lake",0,0,"D",1.1,0.9,"","2024-06-15-CF Montreal-Real Salt Lake","0-0"
"163","MLS",2024-06-15,"Atlanta Utd","Houston Dynamo",2,2,"D",1.8,1.5,"","2024-06-15-Atlanta Utd-Houston Dynamo","2-2"
"164","MLS",2024-06-15,"Charlotte","D.C. United",1,0,"H",1.7,0.2,"","2024-06-15-Charlotte-D.C. United","1-0"
"165","MLS",2024-06-15,"NE Revolution","Vancouver Wcaps",3,2,"H",1,0.7,"","2024-06-15-NE Revolution-Vancouver Wcaps","3-2"
"166","MLS",2024-06-15,"Toronto FC","Chicago Fire",1,4,"A",0.9,1.1,"","2024-06-15-Toronto FC-Chicago Fire","1-4"
"167","MLS",2024-06-15,"NY Red Bulls","Nashville SC",0,0,"D",1.9,0.3,"Guido Gonzalez Jr.","2024-06-15-NY Red Bulls-Nashville SC","0-0"
"168","MLS",2024-06-15,"Seattle Sounders","Minnesota Utd",2,0,"H",2.2,0.2,"","2024-06-15-Seattle Sounders-Minnesota Utd","2-0"
"169","MLS",2024-06-15,"SJ Earthquakes","FC Cincinnati",2,4,"A",2.9,1.9,"","2024-06-15-SJ Earthquakes-FC Cincinnati","2-4"
"170","MLS",2024-06-15,"FC Dallas","St. Louis",2,0,"H",1.3,1.6,"","2024-06-15-FC Dallas-St. Louis","2-0"
"171","MLS",2024-06-15,"LA Galaxy","Sporting KC",4,2,"H",3.2,2.6,"","2024-06-15-LA Galaxy-Sporting KC","4-2"
"172","MLS",2024-06-15,"Colorado Rapids","Austin",2,0,"H",1,0.6,"","2024-06-15-Colorado Rapids-Austin","2-0"
"173","MLS",2024-03-02,"Real Salt Lake","LAFC",3,0,"H",2.3,0.7,"","2024-03-02-Real Salt Lake-LAFC","3-0"
"174","MLS",2024-03-02,"Minnesota Utd","Columbus Crew",1,1,"D",0.8,1.4,"","2024-03-02-Minnesota Utd-Columbus Crew","1-1"
"175","MLS",2024-03-02,"Inter Miami","Orlando City",5,0,"H",2.8,0.8,"","2024-03-02-Inter Miami-Orlando City","5-0"
"176","MLS",2024-03-02,"Vancouver Wcaps","Charlotte",1,1,"D",1,1.3,"","2024-03-02-Vancouver Wcaps-Charlotte","1-1"
"177","MLS",2024-03-02,"Houston Dynamo","NY Red Bulls",1,2,"A",1.2,1,"","2024-03-02-Houston Dynamo-NY Red Bulls","1-2"
"178","MLS",2024-03-02,"Chicago Fire","FC Cincinnati",1,2,"A",1,0.9,"","2024-03-02-Chicago Fire-FC Cincinnati","1-2"
"179","MLS",2024-03-02,"St. Louis","NYCFC",2,0,"H",0.8,0.5,"","2024-03-02-St. Louis-NYCFC","2-0"
"180","MLS",2024-03-02,"FC Dallas","CF Montreal",1,2,"A",0.9,1.3,"","2024-03-02-FC Dallas-CF Montreal","1-2"
"181","MLS",2024-03-02,"Portland Timbers","D.C. United",2,2,"D",0.8,2,"","2024-03-02-Portland Timbers-D.C. United","2-2"
"182","MLS",2024-03-02,"Sporting KC","Philadelphia Union",1,1,"D",0.9,0.5,"","2024-03-02-Sporting KC-Philadelphia Union","1-1"
