"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","Home_xG","Away_xG","HY","AY","CS"
"183","MLS",2024-03-02,"Seattle Sounders","Austin",0,0,"D",1.2,0,"","2024-03-02-Seattle Sounders-Austin","0-0"
"184","MLS",2024-03-02,"Colorado Rapids","Nashville SC",1,1,"D",0.6,1.5,"","2024-03-02-Colorado Rapids-Nashville SC","1-1"
"185","MLS",2024-03-02,"SJ Earthquakes","LA Galaxy",1,3,"A",0.8,1.6,"","2024-03-02-SJ Earthquakes-LA Galaxy","1-3"
"186","MLS",2024-03-03,"NE Revolution","Toronto FC",0,1,"A",1.8,0.7,"","2024-03-03-NE Revolution-Toronto FC","0-1"
"187","MLS",2024-06-19,"Inter Miami","Columbus Crew",2,1,"H",1.1,1.6,"","2024-06-19-Inter Miami-Columbus Crew","2-1"
"188","MLS",2024-06-19,"Toronto FC","Nashville SC",1,2,"A",1.9,0.8,"","2024-06-19-Toronto FC-Nashville SC","1-2"
"189","MLS",2024-06-19,"D.C. United","Atlanta Utd",0,1,"A",1.2,0.9,"","2024-06-19-D.C. United-Atlanta Utd","0-1"
"190","MLS",2024-06-19,"Charlotte","Orlando City",2,2,"D",0.9,1.9,"","2024-06-19-Charlotte-Orlando City","2-2"
"191","MLS",2024-06-19,"CF Montreal","NY Red Bulls",2,2,"D",2,2.4,"","2024-06-19-CF Montreal-NY Red Bulls","2-2"
"192","MLS",2024-06-19,"Houston Dynamo","Seattle Sounders",2,2,"D",3.2,1,"","2024-06-19-Houston Dynamo-Seattle Sounders","2-2"
"193","MLS",2024-06-19,"Sporting KC","Real Salt Lake",3,4,"A",2.7,2.7,"","2024-06-19-Sporting KC-Real Salt Lake","3-4"
"194","MLS",2024-06-19,"SJ Earthquakes","Portland Timbers",1,2,"A",1.4,2.2,"","2024-06-19-SJ Earthquakes-Portland Timbers","1-2"
"195","MLS",2024-06-19,"St. Louis","Colorado Rapids",0,3,"A",1.7,3.4,"","2024-06-19-St. Louis-Colorado Rapids","0-3"
"196","MLS",2024-06-19,"Austin","LAFC",1,1,"D",0.3,1,"","2024-06-19-Austin-LAFC","1-1"
"197","MLS",2024-06-19,"FC Dallas","Minnesota Utd",5,3,"H",1.7,3.2,"","2024-06-19-FC Dallas-Minnesota Utd","5-3"
"198","MLS",2024-06-19,"LA Galaxy","NYCFC",2,0,"H",1.7,0.8,"","2024-06-19-LA Galaxy-NYCFC","2-0"
"199","MLS",2024-06-19,"FC Cincinnati","Philadelphia Union",4,3,"H",2.2,1.2,"","2024-06-19-FC Cincinnati-Philadelphia Union","4-3"
"200","MLS",2024-06-22,"FC Cincinnati","NE Revolution",1,2,"A",1.2,0.5,"","2024-06-22-FC Cincinnati-NE Revolution","1-2"
"201","MLS",2024-06-22,"Philadelphia Union","Charlotte",0,2,"A",1,2.6,"","2024-06-22-Philadelphia Union-Charlotte","0-2"
"202","MLS",2024-06-22,"Columbus Crew","Sporting KC",4,0,"H",2,0.2,"","2024-06-22-Columbus Crew-Sporting KC","4-0"
"203","MLS",2024-06-22,"D.C. United","Houston Dynamo",1,4,"A",1.6,2.1,"","2024-06-22-D.C. United-Houston Dynamo","1-4"
"204","MLS",2024-06-22,"NY Red Bulls","Toronto FC",3,0,"H",1.6,0.2,"","2024-06-22-NY Red Bulls-Toronto FC","3-0"
"205","MLS",2024-06-22,"Orlando City","Chicago Fire",4,2,"H",2.3,3,"","2024-06-22-Orlando City-Chicago Fire","4-2"
"206","MLS",2024-06-22,"Nashville SC","NYCFC",1,0,"H",1.3,1.3,"","2024-06-22-Nashville SC-NYCFC","1-0"
"207","MLS",2024-06-22,"Portland Timbers","Vancouver Wcaps",2,0,"H",1.5,0.8,"","2024-06-22-Portland Timbers-Vancouver Wcaps","2-0"
"208","MLS",2024-06-22,"Colorado Rapids","CF Montreal",4,1,"H",3.1,0.3,"","2024-06-22-Colorado Rapids-CF Montreal","4-1"
"209","MLS",2024-06-22,"Minnesota Utd","Austin",0,1,"A",0.6,0.6,"","2024-06-22-Minnesota Utd-Austin","0-1"
"210","MLS",2024-06-22,"St. Louis","Atlanta Utd",1,1,"D",1.1,1.5,"","2024-06-22-St. Louis-Atlanta Utd","1-1"
"211","MLS",2024-06-22,"Seattle Sounders","FC Dallas",3,2,"H",2,0.8,"","2024-06-22-Seattle Sounders-FC Dallas","3-2"
"212","MLS",2024-06-22,"LAFC","SJ Earthquakes",6,2,"H",3,1.3,"","2024-06-22-LAFC-SJ Earthquakes","6-2"
"213","MLS",2024-06-22,"Real Salt Lake","LA Galaxy",0,1,"A",1,0.8,"","2024-06-22-Real Salt Lake-LA Galaxy","0-1"
"214","MLS",2024-06-28,"NYCFC","Orlando City",4,2,"H",1.8,1.2,"","2024-06-28-NYCFC-Orlando City","4-2"
"215","MLS",2024-06-29,"Atlanta Utd","Toronto FC",2,1,"H",1.3,1.2,"","2024-06-29-Atlanta Utd-Toronto FC","2-1"
"216","MLS",2024-06-29,"NE Revolution","Columbus Crew",1,5,"A",1.4,2.6,"","2024-06-29-NE Revolution-Columbus Crew","1-5"
"217","MLS",2024-06-29,"CF Montreal","Philadelphia Union",4,2,"H",2.1,0.9,"","2024-06-29-CF Montreal-Philadelphia Union","4-2"
"218","MLS",2024-06-29,"NY Red Bulls","D.C. United",2,2,"D",1.8,0.6,"","2024-06-29-NY Red Bulls-D.C. United","2-2"
"219","MLS",2024-06-29,"Sporting KC","Austin",2,0,"H",1.8,0.5,"","2024-06-29-Sporting KC-Austin","2-0"
"220","MLS",2024-06-29,"SJ Earthquakes","LA Galaxy",0,3,"A",1.9,2.3,"","2024-06-29-SJ Earthquakes-LA Galaxy","0-3"
"221","MLS",2024-06-29,"Portland Timbers","Minnesota Utd",3,2,"H",4,1.7,"","2024-06-29-Portland Timbers-Minnesota Utd","3-2"
"222","MLS",2024-06-29,"Seattle Sounders","Chicago Fire",2,1,"H",2.3,1.7,"","2024-06-29-Seattle Sounders-Chicago Fire","2-1"
"223","MLS",2024-06-29,"Houston Dynamo","Charlotte",1,0,"H",1.4,1,"","2024-06-29-Houston Dynamo-Charlotte","1-0"
"224","MLS",2024-06-29,"Nashville SC","Inter Miami",1,2,"A",1.4,0.9,"","2024-06-29-Nashville SC-Inter Miami","1-2"
"225","MLS",2024-06-29,"LAFC","Colorado Rapids",3,0,"H",2.8,0.7,"","2024-06-29-LAFC-Colorado Rapids","3-0"
"226","MLS",2024-06-29,"Vancouver Wcaps","St. Louis",4,3,"H",1.5,1.9,"","2024-06-29-Vancouver Wcaps-St. Louis","4-3"
"227","MLS",2024-06-29,"FC Dallas","FC Cincinnati",0,1,"A",1,1.1,"","2024-06-29-FC Dallas-FC Cincinnati","0-1"
"228","MLS",2024-07-03,"Toronto FC","Orlando City",1,2,"A",1.1,1.3,"","2024-07-03-Toronto FC-Orlando City","1-2"
"229","MLS",2024-07-03,"Charlotte","Inter Miami",1,2,"A",1.5,1.7,"","2024-07-03-Charlotte-Inter Miami","1-2"
"230","MLS",2024-07-03,"NYCFC","CF Montreal",2,0,"H",2.6,0.9,"","2024-07-03-NYCFC-CF Montreal","2-0"
"231","MLS",2024-07-03,"D.C. United","FC Cincinnati",2,3,"A",1.1,1.3,"","2024-07-03-D.C. United-FC Cincinnati","2-3"
"232","MLS",2024-07-03,"Chicago Fire","Philadelphia Union",4,3,"H",3.2,1.3,"","2024-07-03-Chicago Fire-Philadelphia Union","4-3"
"233","MLS",2024-07-03,"Real Salt Lake","Houston Dynamo",3,2,"H",3.6,0.7,"","2024-07-03-Real Salt Lake-Houston Dynamo","3-2"
"234","MLS",2024-07-03,"St. Louis","SJ Earthquakes",2,0,"H",3.3,0.3,"","2024-07-03-St. Louis-SJ Earthquakes","2-0"
"235","MLS",2024-07-03,"Minnesota Utd","Vancouver Wcaps",1,3,"A",2.9,1.4,"","2024-07-03-Minnesota Utd-Vancouver Wcaps","1-3"
"236","MLS",2024-07-03,"NE Revolution","Atlanta Utd",2,1,"H",1.4,1.9,"","2024-07-03-NE Revolution-Atlanta Utd","2-1"
"237","MLS",2024-07-03,"Columbus Crew","Nashville SC",2,0,"H",2.3,0.8,"","2024-07-03-Columbus Crew-Nashville SC","2-0"
"238","MLS",2024-07-04,"FC Dallas","Portland Timbers",3,2,"H",1.2,1.5,"","2024-07-04-FC Dallas-Portland Timbers","3-2"
"239","MLS",2024-07-04,"Colorado Rapids","Sporting KC",2,1,"H",2.5,1.3,"","2024-07-04-Colorado Rapids-Sporting KC","2-1"
"240","MLS",2024-07-04,"LA Galaxy","LAFC",1,2,"A",0.9,2.5,"","2024-07-04-LA Galaxy-LAFC","1-2"
"241","MLS",2024-07-06,"CF Montreal","Vancouver Wcaps",1,1,"D",0.9,1.4,"","2024-07-06-CF Montreal-Vancouver Wcaps","1-1"
"242","MLS",2024-07-06,"Columbus Crew","Toronto FC",4,0,"H",2,0.4,"","2024-07-06-Columbus Crew-Toronto FC","4-0"
"243","MLS",2024-07-06,"FC Cincinnati","Inter Miami",6,1,"H",3.7,1.2,"","2024-07-06-FC Cincinnati-Inter Miami","6-1"
"244","MLS",2024-07-06,"Orlando City","D.C. United",5,0,"H",2.3,0.3,"","2024-07-06-Orlando City-D.C. United","5-0"
"245","MLS",2024-07-06,"Philadelphia Union","NY Red Bulls",0,0,"D",2.5,3.1,"","2024-07-06-Philadelphia Union-NY Red Bulls","0-0"
"246","MLS",2024-07-06,"Seattle Sounders","NE Revolution",2,0,"H",0.8,0.7,"","2024-07-06-Seattle Sounders-NE Revolution","2-0"
"247","MLS",2024-07-06,"Real Salt Lake","Atlanta Utd",5,2,"H",1.7,1.3,"","2024-07-06-Real Salt Lake-Atlanta Utd","5-2"
"248","MLS",2024-07-06,"Austin","NYCFC",2,1,"H",1.1,2.3,"","2024-07-06-Austin-NYCFC","2-1"
"249","MLS",2024-07-07,"SJ Earthquakes","Chicago Fire",1,0,"H",1.3,1.3,"","2024-07-07-SJ Earthquakes-Chicago Fire","1-0"
"250","MLS",2024-07-07,"Sporting KC","FC Dallas",3,2,"H",2.3,1.8,"","2024-07-07-Sporting KC-FC Dallas","3-2"
"251","MLS",2024-07-07,"LA Galaxy","Minnesota Utd",2,1,"H",2.5,1.2,"","2024-07-07-LA Galaxy-Minnesota Utd","2-1"
"252","MLS",2024-07-07,"Portland Timbers","Nashville SC",4,1,"H",3.2,2.1,"","2024-07-07-Portland Timbers-Nashville SC","4-1"
"253","MLS",2024-07-07,"Colorado Rapids","St. Louis",4,1,"H",2.1,1,"","2024-07-07-Colorado Rapids-St. Louis","4-1"
"254","MLS",2024-09-07,"Houston Dynamo","LAFC",0,0,"D",1.1,0.3,"Guido Gonzalez Jr.","2024-09-07-Houston Dynamo-LAFC","0-0"
"255","MLS",2024-07-13,"Portland Timbers","Real Salt Lake",3,0,"H",1.6,0.6,"","2024-07-13-Portland Timbers-Real Salt Lake","3-0"
"256","MLS",2024-07-13,"FC Cincinnati","Charlotte",1,3,"A",2.1,1.7,"","2024-07-13-FC Cincinnati-Charlotte","1-3"
"257","MLS",2024-07-13,"Toronto FC","Philadelphia Union",2,1,"H",0.9,1,"","2024-07-13-Toronto FC-Philadelphia Union","2-1"
"258","MLS",2024-07-13,"D.C. United","Nashville SC",2,1,"H",2.1,0.7,"Filip Dujic","2024-07-13-D.C. United-Nashville SC","2-1"
"259","MLS",2024-07-13,"NE Revolution","Orlando City",1,3,"A",1,1.2,"","2024-07-13-NE Revolution-Orlando City","1-3"
"260","MLS",2024-07-13,"CF Montreal","Atlanta Utd",1,0,"H",2.1,0.4,"Ted Unkel","2024-07-13-CF Montreal-Atlanta Utd","1-0"
"261","MLS",2024-07-13,"SJ Earthquakes","Sporting KC",1,2,"A",0.7,0.9,"","2024-07-13-SJ Earthquakes-Sporting KC","1-2"
"262","MLS",2024-07-13,"FC Dallas","LA Galaxy",2,0,"H",1.3,0.4,"","2024-07-13-FC Dallas-LA Galaxy","2-0"
"263","MLS",2024-07-13,"LAFC","Columbus Crew",1,5,"A",1.3,2.1,"","2024-07-13-LAFC-Columbus Crew","1-5"
"264","MLS",2024-07-13,"Austin","Seattle Sounders",0,1,"A",0.6,0.8,"","2024-07-13-Austin-Seattle Sounders","0-1"
"265","MLS",2024-07-13,"Chicago Fire","NYCFC",0,0,"D",0.9,0.8,"Rosendo Mendoza","2024-07-13-Chicago Fire-NYCFC","0-0"
"266","MLS",2024-07-13,"St. Louis","Vancouver Wcaps",1,4,"A",1.3,2.7,"Pierre-Luc Lauziere","2024-07-13-St. Louis-Vancouver Wcaps","1-4"
"267","MLS",2024-07-13,"Colorado Rapids","NY Red Bulls",1,1,"D",1.9,1.6,"Tim Ford","2024-07-13-Colorado Rapids-NY Red Bulls","1-1"
"268","MLS",2024-07-13,"Houston Dynamo","Minnesota Utd",1,1,"D",0.9,0.6,"Jon Freemon","2024-07-13-Houston Dynamo-Minnesota Utd","1-1"
"269","MLS",2024-07-17,"Atlanta Utd","NYCFC",2,2,"D",1.4,1.5,"","2024-07-17-Atlanta Utd-NYCFC","2-2"
"270","MLS",2024-07-17,"Philadelphia Union","NE Revolution",5,1,"H",2.3,0.1,"Rubiel Vazquez","2024-07-17-Philadelphia Union-NE Revolution","5-1"
"271","MLS",2024-07-17,"Inter Miami","Toronto FC",3,1,"H",1.4,0.8,"Jair Marrufo","2024-07-17-Inter Miami-Toronto FC","3-1"
"272","MLS",2024-07-17,"Columbus Crew","Charlotte",1,1,"D",1.8,2.1,"","2024-07-17-Columbus Crew-Charlotte","1-1"
"273","MLS",2024-07-17,"FC Cincinnati","Chicago Fire",0,1,"A",1.5,1.6,"","2024-07-17-FC Cincinnati-Chicago Fire","0-1"
"274","MLS",2024-07-17,"NY Red Bulls","CF Montreal",2,2,"D",1.9,1.3,"","2024-07-17-NY Red Bulls-CF Montreal","2-2"
"275","MLS",2024-07-17,"Seattle Sounders","St. Louis",2,0,"H",1.7,0.7,"","2024-07-17-Seattle Sounders-St. Louis","2-0"
"276","MLS",2024-07-17,"SJ Earthquakes","Houston Dynamo",0,1,"A",0.7,1.3,"","2024-07-17-SJ Earthquakes-Houston Dynamo","0-1"
"277","MLS",2024-07-17,"Minnesota Utd","D.C. United",2,3,"A",0.6,1.3,"","2024-07-17-Minnesota Utd-D.C. United","2-3"
"278","MLS",2024-07-17,"Vancouver Wcaps","Sporting KC",2,1,"H",1.3,1.3,"Marcos de Oliveira","2024-07-17-Vancouver Wcaps-Sporting KC","2-1"
"279","MLS",2024-07-17,"Nashville SC","Orlando City",0,3,"A",0.3,1.3,"Pierre-Luc Lauziere","2024-07-17-Nashville SC-Orlando City","0-3"
"280","MLS",2024-07-17,"LA Galaxy","Colorado Rapids",3,2,"H",2,2.3,"","2024-07-17-LA Galaxy-Colorado Rapids","3-2"
"281","MLS",2024-07-17,"FC Dallas","Austin",3,1,"H",2.1,0.7,"Armando Villarreal","2024-07-17-FC Dallas-Austin","3-1"
"282","MLS",2024-07-17,"LAFC","Real Salt Lake",1,1,"D",0.8,1.4,"Guido Gonzalez Jr.","2024-07-17-LAFC-Real Salt Lake","1-1"
"283","MLS",2024-07-20,"Philadelphia Union","Nashville SC",3,0,"H",4.3,1.7,"","2024-07-20-Philadelphia Union-Nashville SC","3-0"
"284","MLS",2024-07-20,"Inter Miami","Chicago Fire",2,1,"H",2.3,0.7,"Marcos de Oliveira","2024-07-20-Inter Miami-Chicago Fire","2-1"
"285","MLS",2024-07-20,"Atlanta Utd","Columbus Crew",2,1,"H",2,1.8,"Rosendo Mendoza","2024-07-20-Atlanta Utd-Columbus Crew","2-1"
"286","MLS",2024-07-20,"NE Revolution","FC Dallas",1,1,"D",1,1.2,"","2024-07-20-NE Revolution-FC Dallas","1-1"
"287","MLS",2024-07-20,"NY Red Bulls","FC Cincinnati",3,1,"H",1.9,0.5,"Ted Unkel","2024-07-20-NY Red Bulls-FC Cincinnati","3-1"
"288","MLS",2024-07-20,"Orlando City","NYCFC",1,1,"D",0.6,1.3,"Joe Dickerson","2024-07-20-Orlando City-NYCFC","1-1"
"289","MLS",2024-07-20,"CF Montreal","Toronto FC",0,1,"A",1.2,1.2,"Armando Villarreal","2024-07-20-CF Montreal-Toronto FC","0-1"
"290","MLS",2024-07-20,"Vancouver Wcaps","Houston Dynamo",3,4,"A",3.3,1.2,"","2024-07-20-Vancouver Wcaps-Houston Dynamo","3-4"
"291","MLS",2024-07-20,"Colorado Rapids","Real Salt Lake",3,2,"H",2.2,0.7,"Ramy Touchan","2024-07-20-Colorado Rapids-Real Salt Lake","3-2"
"292","MLS",2024-07-20,"Sporting KC","St. Louis",1,1,"D",2.2,0.8,"","2024-07-20-Sporting KC-St. Louis","1-1"
"293","MLS",2024-07-20,"Seattle Sounders","LAFC",0,3,"A",1.9,1.6,"Allen Chapman","2024-07-20-Seattle Sounders-LAFC","0-3"
"294","MLS",2024-07-20,"Austin","Charlotte",2,2,"D",1.8,2.3,"Jon Freemon","2024-07-20-Austin-Charlotte","2-2"
"295","MLS",2024-07-20,"Minnesota Utd","SJ Earthquakes",2,0,"H",1.8,1.4,"Ismir Pekmic","2024-07-20-Minnesota Utd-SJ Earthquakes","2-0"
"296","MLS",2024-07-20,"LA Galaxy","Portland Timbers",3,2,"H",1.8,1.2,"Serhiy Boyko","2024-07-20-LA Galaxy-Portland Timbers","3-2"
"297","MLS",2024-08-24,"Minnesota Utd","Seattle Sounders",2,3,"A",2.1,1.5,"","2024-08-24-Minnesota Utd-Seattle Sounders","2-3"
"298","MLS",2024-08-24,"NYCFC","Chicago Fire",2,2,"D",1.3,1.6,"","2024-08-24-NYCFC-Chicago Fire","2-2"
"299","MLS",2024-08-24,"Charlotte","NY Red Bulls",1,1,"D",1.2,2.1,"Drew Fischer","2024-08-24-Charlotte-NY Red Bulls","1-1"
"300","MLS",2024-08-24,"Inter Miami","FC Cincinnati",2,0,"H",0.5,1.4,"","2024-08-24-Inter Miami-FC Cincinnati","2-0"
"301","MLS",2024-08-24,"D.C. United","FC Dallas",3,4,"A",1.4,2.6,"Serhiy Boyko","2024-08-24-D.C. United-FC Dallas","3-4"
"302","MLS",2024-08-24,"CF Montreal","NE Revolution",0,5,"A",0.9,2.3,"","2024-08-24-CF Montreal-NE Revolution","0-5"
"303","MLS",2024-08-24,"Portland Timbers","St. Louis",4,4,"D",4.2,1.5,"Ramy Touchan","2024-08-24-Portland Timbers-St. Louis","4-4"
"304","MLS",2024-08-24,"Nashville SC","Austin",0,2,"A",1.9,2.1,"Rosendo Mendoza","2024-08-24-Nashville SC-Austin","0-2"
"305","MLS",2024-08-24,"Real Salt Lake","SJ Earthquakes",0,2,"A",0.7,2,"","2024-08-24-Real Salt Lake-SJ Earthquakes","0-2"
"306","MLS",2024-08-24,"Sporting KC","Orlando City",3,0,"H",1.1,1.3,"Tim Ford","2024-08-24-Sporting KC-Orlando City","3-0"
"307","MLS",2024-08-24,"LA Galaxy","Atlanta Utd",2,0,"H",4.1,1,"","2024-08-24-LA Galaxy-Atlanta Utd","2-0"
"308","MLS",2024-08-24,"Houston Dynamo","Toronto FC",0,1,"A",1.2,0.6,"Ted Unkel","2024-08-24-Houston Dynamo-Toronto FC","0-1"
"309","MLS",2024-08-28,"Philadelphia Union","Columbus Crew",0,1,"A",1.2,1.3,"Ismir Pekmic","2024-08-28-Philadelphia Union-Columbus Crew","0-1"
"310","MLS",2024-10-13,"Vancouver Wcaps","LAFC",1,2,"A",1.1,0.9,"Drew Fischer","2024-10-13-Vancouver Wcaps-LAFC","1-2"
"311","MLS",2024-08-31,"NY Red Bulls","Philadelphia Union",0,2,"A",1.6,2.4,"Jair Marrufo","2024-08-31-NY Red Bulls-Philadelphia Union","0-2"
"312","MLS",2024-08-31,"Toronto FC","D.C. United",1,3,"A",0.6,1.7,"Marcos de Oliveira","2024-08-31-Toronto FC-D.C. United","1-3"
"313","MLS",2024-08-31,"Charlotte","Atlanta Utd",0,1,"A",0.9,1.8,"Alexis Da Silva","2024-08-31-Charlotte-Atlanta Utd","0-1"
"314","MLS",2024-08-31,"Orlando City","Nashville SC",3,0,"H",2,1.9,"Victor Rivas","2024-08-31-Orlando City-Nashville SC","3-0"
"315","MLS",2024-08-31,"Columbus Crew","NYCFC",4,2,"H",2.9,1.7,"Ted Unkel","2024-08-31-Columbus Crew-NYCFC","4-2"
"316","MLS",2024-08-31,"FC Cincinnati","CF Montreal",4,1,"H",1,1.1,"Jon Freemon","2024-08-31-FC Cincinnati-CF Montreal","4-1"
"317","MLS",2024-08-31,"Portland Timbers","Seattle Sounders",1,0,"H",1.1,0.8,"Lukasz Szpala","2024-08-31-Portland Timbers-Seattle Sounders","1-0"
"318","MLS",2024-08-31,"Chicago Fire","Inter Miami",1,4,"A",1.4,2.2,"Pierre-Luc Lauziere","2024-08-31-Chicago Fire-Inter Miami","1-4"
"319","MLS",2024-08-31,"LAFC","Houston Dynamo",0,2,"A",1,2,"Armando Villarreal","2024-08-31-LAFC-Houston Dynamo","0-2"
"320","MLS",2024-08-31,"Real Salt Lake","NE Revolution",2,0,"H",2.6,0.7,"Fotis Bazakos","2024-08-31-Real Salt Lake-NE Revolution","2-0"
"321","MLS",2024-08-31,"SJ Earthquakes","Minnesota Utd",1,2,"A",0.6,2,"Sergii Demianchuk","2024-08-31-SJ Earthquakes-Minnesota Utd","1-2"
"322","MLS",2024-08-31,"Austin","Vancouver Wcaps",0,1,"A",0.6,0.9,"Mark Allatin","2024-08-31-Austin-Vancouver Wcaps","0-1"
"323","MLS",2024-08-31,"FC Dallas","Colorado Rapids",2,3,"A",2.6,2.2,"Ricardo Montero","2024-08-31-FC Dallas-Colorado Rapids","2-3"
"324","MLS",2024-09-01,"St. Louis","LA Galaxy",2,1,"H",0.7,0.7,"Joe Dickerson","2024-09-01-St. Louis-LA Galaxy","2-1"
"325","MLS",2024-03-09,"Toronto FC","Charlotte",1,0,"H",0.5,0.9,"","2024-03-09-Toronto FC-Charlotte","1-0"
"326","MLS",2024-03-09,"NYCFC","Portland Timbers",1,2,"A",1.3,0.9,"","2024-03-09-NYCFC-Portland Timbers","1-2"
"327","MLS",2024-03-09,"SJ Earthquakes","Vancouver Wcaps",0,2,"A",0.6,0.7,"","2024-03-09-SJ Earthquakes-Vancouver Wcaps","0-2"
"328","MLS",2024-03-09,"Real Salt Lake","Colorado Rapids",1,2,"A",1.4,1.6,"","2024-03-09-Real Salt Lake-Colorado Rapids","1-2"
"329","MLS",2024-03-09,"Austin","St. Louis",2,2,"D",1,2,"","2024-03-09-Austin-St. Louis","2-2"
"330","MLS",2024-03-09,"Columbus Crew","Chicago Fire",2,1,"H",1.3,1.9,"","2024-03-09-Columbus Crew-Chicago Fire","2-1"
"331","MLS",2024-03-09,"Orlando City","Minnesota Utd",2,3,"A",4.1,1.4,"","2024-03-09-Orlando City-Minnesota Utd","2-3"
"332","MLS",2024-03-09,"Atlanta Utd","NE Revolution",4,1,"H",3.2,0.7,"","2024-03-09-Atlanta Utd-NE Revolution","4-1"
"333","MLS",2024-03-09,"NY Red Bulls","FC Dallas",2,1,"H",2,0.7,"","2024-03-09-NY Red Bulls-FC Dallas","2-1"
"334","MLS",2024-03-09,"LAFC","Sporting KC",0,0,"D",1.5,0.6,"","2024-03-09-LAFC-Sporting KC","0-0"
"335","MLS",2024-03-10,"Nashville SC","LA Galaxy",2,2,"D",1.3,1.9,"","2024-03-10-Nashville SC-LA Galaxy","2-2"
"336","MLS",2024-03-10,"FC Cincinnati","D.C. United",0,0,"D",1.7,0.5,"","2024-03-10-FC Cincinnati-D.C. United","0-0"
"337","MLS",2024-03-10,"Inter Miami","CF Montreal",2,3,"A",2.7,2,"","2024-03-10-Inter Miami-CF Montreal","2-3"
"338","MLS",2024-04-30,"Philadelphia Union","Seattle Sounders",2,3,"A",1.2,2.2,"","2024-04-30-Philadelphia Union-Seattle Sounders","2-3"
"339","MLS",2024-09-07,"NY Red Bulls","Sporting KC",1,1,"D",1.4,0.9,"Ramy Touchan","2024-09-07-NY Red Bulls-Sporting KC","1-1"
"340","MLS",2024-09-07,"NE Revolution","St. Louis",2,2,"D",0.9,1.5,"Tim Ford","2024-09-07-NE Revolution-St. Louis","2-2"
"341","MLS",2024-09-07,"Chicago Fire","D.C. United",1,2,"A",0.5,0.9,"Fotis Bazakos","2024-09-07-Chicago Fire-D.C. United","1-2"
"342","MLS",2024-09-07,"Vancouver Wcaps","FC Dallas",0,0,"D",1.8,0.7,"Allen Chapman","2024-09-07-Vancouver Wcaps-FC Dallas","0-0"
"343","MLS",2024-09-14,"Orlando City","NE Revolution",3,0,"H",2.1,1.2,"Tori Penso","2024-09-14-Orlando City-NE Revolution","3-0"
"344","MLS",2024-09-14,"Toronto FC","Austin",2,1,"H",1.1,3.3,"Chris Penso","2024-09-14-Toronto FC-Austin","2-1"
"345","MLS",2024-09-14,"D.C. United","NYCFC",1,1,"D",1.3,1.2,"Ramy Touchan","2024-09-14-D.C. United-NYCFC","1-1"
"346","MLS",2024-09-14,"CF Montreal","Charlotte",2,1,"H",1.3,1.2,"Rubiel Vazquez","2024-09-14-CF Montreal-Charlotte","2-1"
"347","MLS",2024-09-14,"FC Cincinnati","Columbus Crew",0,0,"D",0.3,1.3,"Joe Dickerson","2024-09-14-FC Cincinnati-Columbus Crew","0-0"
"348","MLS",2024-09-14,"Inter Miami","Philadelphia Union",3,1,"H",1,1.9,"Serhiy Boyko","2024-09-14-Inter Miami-Philadelphia Union","3-1"
"349","MLS",2024-09-14,"Atlanta Utd","Nashville SC",0,2,"A",0.5,1.1,"Armando Villarreal","2024-09-14-Atlanta Utd-Nashville SC","0-2"
"350","MLS",2024-09-14,"Vancouver Wcaps","SJ Earthquakes",2,0,"H",2.8,1,"Lukasz Szpala","2024-09-14-Vancouver Wcaps-SJ Earthquakes","2-0"
"351","MLS",2024-09-14,"Houston Dynamo","Real Salt Lake",4,1,"H",1.5,0.8,"Jon Freemon","2024-09-14-Houston Dynamo-Real Salt Lake","4-1"
"352","MLS",2024-09-14,"St. Louis","Minnesota Utd",1,3,"A",1.5,2.3,"Marcos de Oliveira","2024-09-14-St. Louis-Minnesota Utd","1-3"
"353","MLS",2024-09-14,"Chicago Fire","NY Red Bulls",2,1,"H",2.1,1.5,"Mark Allatin","2024-09-14-Chicago Fire-NY Red Bulls","2-1"
"354","MLS",2024-09-14,"LA Galaxy","LAFC",4,2,"H",2.7,1.6,"Ted Unkel","2024-09-14-LA Galaxy-LAFC","4-2"
"355","MLS",2024-09-14,"Colorado Rapids","Portland Timbers",2,1,"H",1.3,2.1,"Filip Dujic","2024-09-14-Colorado Rapids-Portland Timbers","2-1"
"356","MLS",2024-09-15,"Seattle Sounders","Sporting KC",2,0,"H",2.9,0.7,"Drew Fischer","2024-09-15-Seattle Sounders-Sporting KC","2-0"
"357","MLS",2024-09-18,"NE Revolution","CF Montreal",2,2,"D",1.5,0.4,"Elijio Arreguin","2024-09-18-NE Revolution-CF Montreal","2-2"
"358","MLS",2024-09-18,"Atlanta Utd","Inter Miami",2,2,"D",2.1,1.8,"Rosendo Mendoza","2024-09-18-Atlanta Utd-Inter Miami","2-2"
"359","MLS",2024-09-18,"Toronto FC","Columbus Crew",0,2,"A",0.9,1.1,"Guido Gonzalez Jr.","2024-09-18-Toronto FC-Columbus Crew","0-2"
"360","MLS",2024-09-18,"NYCFC","Philadelphia Union",1,5,"A",3.1,1.7,"Pierre-Luc Lauziere","2024-09-18-NYCFC-Philadelphia Union","1-5"
"361","MLS",2024-09-18,"LAFC","Austin",1,1,"D",0.8,0.7,"Allen Chapman","2024-09-18-LAFC-Austin","1-1"
